Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2,Genebiotype,Genesymbol
ENSG00000149634,8,26,22,12,13,2,7,11,protein_coding,SPATA25
ENSG00000149635,0,0,0,0,0,0,0,1,protein_coding,OCSTAMP
ENSG00000149636,1029,1241,1316,1255,1375,465,511,1393,protein_coding,DSN1
ENSG00000149639,6294,7007,7322,9613,2353,780,1135,3269,protein_coding,SOGA1
ENSG00000149646,0,3,1,5,6,3,2,4,protein_coding,CNBD2
ENSG00000149651,0,0,0,0,1,1,0,0,protein_coding,SPINT4
ENSG00000149654,1,1,0,0,12,3,0,11,protein_coding,CDH22
ENSG00000149657,3187,3652,2721,3321,914,326,352,821,protein_coding,LSM14B
ENSG00000149658,2836,3279,2907,3391,2200,741,1337,3445,protein_coding,YTHDF1
ENSG00000149679,1282,1375,651,799,828,280,264,730,protein_coding,CABLES2
ENSG00000149716,919,1024,876,1111,212,63,120,318,protein_coding,LTO1
ENSG00000149735,5,14,9,21,0,0,0,2,protein_coding,GPHA2
ENSG00000149742,0,1,0,2,0,0,0,0,protein_coding,SLC22A9
ENSG00000149743,461,516,311,439,159,64,59,161,protein_coding,TRPT1
ENSG00000149761,299,301,222,333,138,57,84,170,protein_coding,NUDT22
ENSG00000149781,69,92,50,81,53,11,21,40,protein_coding,FERMT3
ENSG00000149782,1005,1160,760,942,810,282,309,732,protein_coding,PLCB3
ENSG00000149792,4292,5442,5426,6418,1733,631,850,2547,protein_coding,MRPL49
ENSG00000149798,0,0,0,1,3,1,2,3,protein_coding,CDC42EP2
ENSG00000149806,2992,3585,4097,6694,1021,369,585,1653,protein_coding,FAU
ENSG00000149809,745,891,1789,3842,157,67,159,343,protein_coding,TM7SF2
ENSG00000149823,994,1105,803,1373,350,119,176,464,protein_coding,VPS51
ENSG00000149922,176,173,59,66,12,10,5,25,protein_coding,TBX6
ENSG00000149923,1536,1764,1343,2103,732,256,433,916,protein_coding,PPP4C
ENSG00000149925,9918,10189,1795,2564,928,399,288,532,protein_coding,ALDOA
ENSG00000149926,31,36,16,24,2,3,5,15,protein_coding,TLCD3B
ENSG00000149927,151,138,165,238,58,22,40,110,protein_coding,DOC2A
ENSG00000149929,4260,4634,3442,4267,111,25,61,123,protein_coding,HIRIP3
ENSG00000149930,3942,4405,3314,4439,1619,580,689,1897,protein_coding,TAOK2
ENSG00000149932,1110,1358,1179,1937,81,35,40,86,protein_coding,TMEM219
ENSG00000149948,0,0,0,0,1660,580,438,1231,protein_coding,HMGA2
ENSG00000149968,0,1,0,0,1,0,1,2,protein_coding,MMP3
ENSG00000149970,515,610,403,382,179,57,77,187,protein_coding,CNKSR2
ENSG00000149972,45,41,107,138,0,0,1,2,protein_coding,CNTN5
ENSG00000150045,0,0,7,4,0,0,0,0,protein_coding,KLRF1
ENSG00000150048,42,50,28,25,0,0,0,0,protein_coding,CLEC1A
ENSG00000150051,0,0,0,1,37,5,20,57,protein_coding,MKX
ENSG00000150054,585,631,657,741,508,152,182,472,protein_coding,MPP7
ENSG00000150093,31600,36251,21297,22981,77596,25002,19960,54403,protein_coding,ITGB1
ENSG00000150201,0,0,0,0,0,0,0,0,protein_coding,FXYD4
ENSG00000150244,18,20,4,2,0,0,0,0,protein_coding,TRIM48
ENSG00000150261,0,0,0,0,0,0,0,0,protein_coding,OR8K1
ENSG00000150269,0,0,0,0,0,0,0,0,protein_coding,OR5M9
ENSG00000150275,2,2,8,6,15,3,1,2,protein_coding,PCDH15
ENSG00000150281,4,0,4,8,38,22,19,59,protein_coding,CTF1
ENSG00000150316,1586,1692,1958,2432,488,137,200,509,protein_coding,CWC15
ENSG00000150337,7,15,15,13,0,1,0,0,protein_coding,FCGR1A
ENSG00000150347,3857,4821,2638,3024,1993,639,729,2080,protein_coding,ARID5B
ENSG00000150361,980,1214,2483,2578,0,0,0,2,protein_coding,KLHL1
ENSG00000150394,21,21,21,8,95,32,31,88,protein_coding,CDH8
ENSG00000150401,762,876,587,613,217,67,41,159,protein_coding,DCUN1D2
ENSG00000150403,2757,3097,4121,5272,1643,556,484,1306,protein_coding,TMCO3
ENSG00000150433,847,1080,1583,1614,269,113,142,369,protein_coding,TMEM218
ENSG00000150455,468,585,703,768,180,91,105,270,protein_coding,TIRAP
ENSG00000150456,273,336,314,515,100,38,48,117,protein_coding,EEF1AKMT1
ENSG00000150457,349,409,294,374,356,125,140,400,protein_coding,LATS2
ENSG00000150459,3870,4599,5516,7377,1227,407,550,1289,protein_coding,SAP18
ENSG00000150471,0,3,5,7,27,18,17,40,protein_coding,ADGRL3
ENSG00000150477,361,354,389,452,239,70,71,184,protein_coding,KIAA1328
ENSG00000150510,138,191,86,114,105,29,32,97,protein_coding,FAM124A
ENSG00000150527,1500,1772,2010,2343,864,281,398,927,protein_coding,MIA2
ENSG00000150540,5,5,4,6,94,27,41,110,protein_coding,HNMT
ENSG00000150551,0,0,1,0,898,273,264,637,protein_coding,LYPD1
ENSG00000150556,33,18,17,28,2,0,1,9,protein_coding,LYPD6B
ENSG00000150593,11832,12997,10703,14227,478,150,150,435,protein_coding,PDCD4
ENSG00000150594,4737,5098,157,271,1,2,1,2,protein_coding,ADRA2A
ENSG00000150625,0,0,3,1,15,11,6,22,protein_coding,GPM6A
ENSG00000150627,25,39,71,65,48,16,31,90,protein_coding,WDR17
ENSG00000150628,33,38,35,30,25,7,1,6,protein_coding,SPATA4
ENSG00000150630,0,1,0,0,770,244,138,465,protein_coding,VEGFC
ENSG00000150636,38,40,57,70,220,62,72,186,protein_coding,CCDC102B
ENSG00000150637,1,0,6,3,12,5,4,6,protein_coding,CD226
ENSG00000150656,23,34,17,21,0,0,1,1,protein_coding,CNDP1
ENSG00000150667,364,374,235,234,16,2,4,13,protein_coding,FSIP1
ENSG00000150672,1212,1423,491,514,91,36,42,115,protein_coding,DLG2
ENSG00000150676,629,574,223,311,1,0,0,3,protein_coding,CCDC83
ENSG00000150681,0,0,0,0,0,0,0,0,protein_coding,RGS18
ENSG00000150687,210,275,440,500,14,2,1,13,protein_coding,PRSS23
ENSG00000150712,2627,3104,2804,3337,1636,605,624,1772,protein_coding,MTMR12
ENSG00000150722,4,7,12,13,41,10,10,24,protein_coding,PPP1R1C
ENSG00000150750,2,6,6,6,0,0,0,0,protein_coding,C11orf53
ENSG00000150753,12834,15597,16946,19602,8804,2811,3972,10361,protein_coding,CCT5
ENSG00000150756,690,848,692,943,221,67,94,266,protein_coding,ATPSCKMT
ENSG00000150760,1909,2057,1937,2108,748,193,247,601,protein_coding,DOCK1
ENSG00000150764,341,341,310,347,249,86,132,429,protein_coding,DIXDC1
ENSG00000150768,3697,4185,4034,4385,1333,398,575,1514,protein_coding,DLAT
ENSG00000150773,147,172,182,176,31,11,14,33,protein_coding,PIH1D2
ENSG00000150776,3028,3428,3899,4032,1136,393,473,1235,protein_coding,NKAPD1
ENSG00000150779,1156,1398,1539,2505,316,127,174,405,protein_coding,TIMM8B
ENSG00000150782,1,4,9,12,601,148,207,614,protein_coding,IL18
ENSG00000150783,1,0,0,0,0,0,0,0,protein_coding,TEX12
ENSG00000150787,993,1140,1324,1615,109,39,54,121,protein_coding,PTS
ENSG00000150867,1077,1255,1221,1378,147,34,60,203,protein_coding,PIP4K2A
ENSG00000150873,6,2,6,5,3,0,0,4,protein_coding,C2orf50
ENSG00000150893,0,0,2,2,54,16,37,103,protein_coding,FREM2
ENSG00000150907,495,623,543,616,107,45,44,162,protein_coding,FOXO1
ENSG00000150938,270,260,290,383,2415,773,676,1970,protein_coding,CRIM1
ENSG00000150961,2698,2940,2786,3020,1726,605,326,1024,protein_coding,SEC24D
ENSG00000150967,205,266,177,288,59,25,31,82,protein_coding,ABCB9
ENSG00000150977,578,625,335,544,20,3,18,32,protein_coding,RILPL2
ENSG00000150990,929,1191,844,1051,348,91,162,384,protein_coding,DHX37
ENSG00000150991,6985,8089,6071,9942,78,32,32,101,protein_coding,UBC
ENSG00000150995,1222,1456,1048,1057,1373,430,106,289,protein_coding,ITPR1
ENSG00000151005,0,0,1,0,0,0,1,0,protein_coding,TKTL2
ENSG00000151006,258,287,128,136,108,50,24,72,protein_coding,PRSS53
ENSG00000151012,1812,1774,3866,4919,337,69,267,696,protein_coding,SLC7A11
ENSG00000151014,174,221,241,265,244,99,79,170,protein_coding,NOCT
ENSG00000151023,36,45,56,55,8,6,6,9,protein_coding,ENKUR
ENSG00000151025,9514,11999,7803,7410,4,2,4,11,protein_coding,GPR158
ENSG00000151033,0,0,0,0,0,0,0,0,protein_coding,LYZL2
ENSG00000151062,11,6,4,4,24,4,6,28,protein_coding,CACNA2D4
ENSG00000151065,1428,1566,1612,1782,240,99,137,398,protein_coding,DCP1B
ENSG00000151067,11,14,2,9,13,8,5,12,protein_coding,CACNA1C
ENSG00000151079,2,0,1,2,0,0,1,0,protein_coding,KCNA6
ENSG00000151090,2990,3500,3469,3764,450,120,104,388,protein_coding,THRB
ENSG00000151092,1707,1920,1888,2031,2189,722,595,1500,protein_coding,NGLY1
ENSG00000151093,1000,1111,941,1116,449,154,73,232,protein_coding,OXSM
ENSG00000151116,3097,3382,2778,2977,1425,455,369,998,protein_coding,UEVLD
ENSG00000151117,280,277,139,197,1,1,1,8,protein_coding,TMEM86A
ENSG00000151131,616,670,1084,1311,250,86,175,513,protein_coding,C12orf45
ENSG00000151135,2574,2971,2513,2844,1707,609,427,1102,protein_coding,TMEM263
ENSG00000151136,93,95,46,52,885,338,495,1509,protein_coding,BTBD11
ENSG00000151148,1894,2200,2561,3202,1008,414,438,1075,protein_coding,UBE3B
ENSG00000151150,7666,8467,12080,13568,1056,318,546,1553,protein_coding,ANK3
ENSG00000151151,465,501,460,471,2276,776,268,767,protein_coding,IPMK
ENSG00000151164,57,67,62,56,22,10,12,28,protein_coding,RAD9B
ENSG00000151176,6864,6953,6219,8806,1912,627,598,2068,protein_coding,PLBD2
ENSG00000151208,6389,7351,4883,5626,811,306,458,1103,protein_coding,DLG5
ENSG00000151224,47,48,83,152,0,0,0,0,protein_coding,MAT1A
ENSG00000151229,87,115,83,133,589,177,163,401,protein_coding,SLC2A13
ENSG00000151233,1410,1573,1748,1736,1074,361,358,985,protein_coding,GXYLT1
ENSG00000151239,5573,5974,4466,4920,3188,976,710,1962,protein_coding,TWF1
ENSG00000151240,797,1024,619,709,110,39,31,91,protein_coding,DIP2C
ENSG00000151247,4830,6297,5842,7283,867,271,294,834,protein_coding,EIF4E
ENSG00000151276,3532,3961,2156,2493,130,24,45,134,protein_coding,MAGI1
ENSG00000151287,366,452,358,466,18,4,10,23,protein_coding,TEX30
ENSG00000151292,2028,2519,2120,2407,1525,470,499,1415,protein_coding,CSNK1G3
ENSG00000151304,962,1085,1316,1208,278,103,140,366,protein_coding,SRFBP1
ENSG00000151320,227,262,227,261,83,38,49,143,protein_coding,AKAP6
ENSG00000151322,2,2,0,0,15,6,13,31,protein_coding,NPAS3
ENSG00000151327,5855,6561,4036,4456,529,191,244,638,protein_coding,FAM177A1
ENSG00000151332,1152,1322,1156,1147,464,133,173,438,protein_coding,MBIP
ENSG00000151338,2512,2879,3020,2915,587,210,225,690,protein_coding,MIPOL1
ENSG00000151348,1139,1350,1197,1828,2310,754,868,2278,protein_coding,EXT2
ENSG00000151353,969,1124,965,1243,429,176,143,393,protein_coding,TMEM18
ENSG00000151360,3,5,0,6,0,0,0,0,protein_coding,ALLC
ENSG00000151364,4,6,3,0,36,14,11,39,protein_coding,KCTD14
ENSG00000151365,63,83,59,35,1,0,1,4,protein_coding,THRSP
ENSG00000151366,879,907,966,1675,1167,389,329,1040,protein_coding,NDUFC2
ENSG00000151376,0,0,0,0,0,0,0,0,protein_coding,ME3
ENSG00000151379,0,0,0,1,0,0,0,0,protein_coding,MSGN1
ENSG00000151388,18,24,18,33,14,5,10,24,protein_coding,ADAMTS12
ENSG00000151413,651,748,917,1179,143,56,66,189,protein_coding,NUBPL
ENSG00000151414,2811,2997,2779,3016,628,213,142,366,protein_coding,NEK7
ENSG00000151418,0,0,0,0,0,0,0,0,protein_coding,ATP6V1G3
ENSG00000151422,1122,1249,858,830,1913,580,449,1248,protein_coding,FER
ENSG00000151445,1918,1894,2316,3131,439,181,255,648,protein_coding,VIPAS39
ENSG00000151458,1176,1278,1047,1036,1124,297,350,1064,protein_coding,ANKRD50
ENSG00000151461,3850,4905,5016,5323,952,233,331,915,protein_coding,UPF2
ENSG00000151465,5205,6157,5028,6469,2266,653,817,2339,protein_coding,CDC123
ENSG00000151466,474,550,727,778,456,146,141,491,protein_coding,SCLT1
ENSG00000151468,2,4,4,7,1,0,1,0,protein_coding,CCDC3
ENSG00000151470,848,908,1060,1201,205,78,66,198,protein_coding,C4orf33
ENSG00000151474,92,110,103,131,1485,455,401,1140,protein_coding,FRMD4A
ENSG00000151475,0,0,0,0,0,0,0,0,protein_coding,SLC25A31
ENSG00000151490,2,4,5,0,3,2,0,1,protein_coding,PTPRO
ENSG00000151491,339,444,441,526,858,295,363,1092,protein_coding,EPS8
ENSG00000151498,1802,2042,1178,1588,295,112,160,361,protein_coding,ACAD8
ENSG00000151500,2078,2530,1819,2342,398,137,247,626,protein_coding,THYN1
ENSG00000151502,3277,3702,2648,3544,273,96,120,327,protein_coding,VPS26B
ENSG00000151503,7427,9181,6092,6600,2188,676,792,2243,protein_coding,NCAPD3
ENSG00000151532,969,1088,867,998,550,144,200,488,protein_coding,VTI1A
ENSG00000151552,1086,1221,1503,2020,330,111,169,418,protein_coding,QDPR
ENSG00000151553,2043,2305,2369,2467,687,257,302,745,protein_coding,FAM160B1
ENSG00000151572,2,4,2,5,3,3,2,3,protein_coding,ANO4
ENSG00000151575,209,188,272,280,71,31,39,111,protein_coding,TEX9
ENSG00000151576,1098,1436,1778,1818,1155,420,700,1823,protein_coding,QTRT2
ENSG00000151577,1,0,0,0,0,0,0,0,protein_coding,DRD3
ENSG00000151611,1005,1166,1027,1173,110,47,89,205,protein_coding,MMAA
ENSG00000151612,1920,2310,1414,1682,1583,547,423,1364,protein_coding,ZNF827
ENSG00000151615,0,0,0,0,0,0,0,0,protein_coding,POU4F2
ENSG00000151617,0,2,6,6,102,34,46,113,protein_coding,EDNRA
ENSG00000151623,404,561,447,496,75,13,32,83,protein_coding,NR3C2
ENSG00000151632,40,40,13,29,3,0,2,3,protein_coding,AKR1C2
ENSG00000151640,1003,1152,261,422,143,58,8,37,protein_coding,DPYSL4
ENSG00000151650,0,0,0,0,1,0,0,0,protein_coding,VENTX
ENSG00000151651,155,228,129,182,2158,863,502,1123,protein_coding,ADAM8
ENSG00000151655,1,3,1,6,2,1,3,6,protein_coding,ITIH2
ENSG00000151657,743,809,931,938,126,36,45,151,protein_coding,KIN
ENSG00000151665,205,299,313,333,110,46,35,124,protein_coding,PIGF
ENSG00000151687,75,71,115,117,16,7,10,20,protein_coding,ANKAR
ENSG00000151689,20,35,3,5,457,127,193,503,protein_coding,INPP1
ENSG00000151690,1844,1957,1842,2253,475,171,238,634,protein_coding,MFSD6
ENSG00000151692,625,653,457,592,268,98,108,299,protein_coding,RNF144A
ENSG00000151693,825,883,934,1097,1221,358,502,1388,protein_coding,ASAP2
ENSG00000151694,1015,1142,886,889,2515,835,695,1804,protein_coding,ADAM17
ENSG00000151702,3,2,9,3,31,7,21,58,protein_coding,FLI1
ENSG00000151704,0,0,1,1,0,0,1,1,protein_coding,KCNJ1
ENSG00000151715,203,163,177,195,119,27,12,22,protein_coding,TMEM45B
ENSG00000151718,277,259,246,250,692,203,208,533,protein_coding,WWC2
ENSG00000151725,1805,2054,3377,3109,1964,697,758,2010,protein_coding,CENPU
ENSG00000151726,8576,9631,10165,11055,568,203,264,690,protein_coding,ACSL1
ENSG00000151729,3091,3393,2226,3062,107,44,39,141,protein_coding,SLC25A4
ENSG00000151743,242,272,181,275,60,25,24,62,protein_coding,AMN1
ENSG00000151746,1382,1629,1996,2197,270,100,91,264,protein_coding,BICD1
ENSG00000151748,1305,1590,1153,1374,1908,702,589,1456,protein_coding,SAV1
ENSG00000151773,62,65,163,198,329,145,121,368,protein_coding,CCDC122
ENSG00000151778,0,2,0,0,0,0,0,0,protein_coding,SERP2
ENSG00000151779,1290,1529,1148,1241,1335,442,436,1166,protein_coding,NBAS
ENSG00000151789,1,0,0,0,266,61,83,292,protein_coding,ZNF385D
ENSG00000151790,2,0,1,0,3,4,0,4,protein_coding,TDO2
ENSG00000151806,3331,4026,4991,5920,518,174,232,644,protein_coding,GUF1
ENSG00000151812,4,5,1,5,2,0,1,2,protein_coding,SLC35F4
ENSG00000151834,40,29,1,7,88,40,5,12,protein_coding,GABRA2
ENSG00000151835,4131,5341,2592,2477,8430,2498,3097,8383,protein_coding,SACS
ENSG00000151838,1,6,1,3,2,2,2,1,protein_coding,CCDC175
ENSG00000151846,0,0,0,0,0,0,0,0,protein_coding,PABPC3
ENSG00000151849,1182,1337,1098,1008,1727,447,561,1527,protein_coding,CENPJ
ENSG00000151876,362,389,437,485,88,21,41,157,protein_coding,FBXO4
ENSG00000151881,498,489,693,736,291,108,115,355,protein_coding,TMEM267
ENSG00000151882,5,2,6,4,523,241,82,240,protein_coding,CCL28
ENSG00000151883,372,515,544,640,420,148,163,465,protein_coding,PARP8
ENSG00000151892,0,0,0,5,81,32,41,132,protein_coding,GFRA1
ENSG00000151893,1669,1955,1471,1779,1627,522,558,1587,protein_coding,CACUL1
ENSG00000151914,923,975,898,968,13474,3866,2483,7105,protein_coding,DST
ENSG00000151917,9,12,44,55,123,45,28,113,protein_coding,BEND6
ENSG00000151923,4994,5734,4482,5096,1475,479,471,1292,protein_coding,TIAL1
ENSG00000151929,3045,3488,3297,4002,327,94,133,318,protein_coding,BAG3
ENSG00000151948,0,1,1,7,0,0,0,2,protein_coding,GLT1D1
ENSG00000151952,0,0,0,0,0,0,0,0,protein_coding,TMEM132D
ENSG00000151962,0,3,0,0,0,0,0,0,protein_coding,RBM46
ENSG00000151967,4,2,0,1,196,60,23,86,protein_coding,SCHIP1
ENSG00000152034,3,7,10,2,0,0,0,0,protein_coding,MCHR2
ENSG00000152049,4,0,0,6,1,1,0,1,protein_coding,KCNE4
ENSG00000152056,470,516,444,526,138,58,59,178,protein_coding,AP1S3
ENSG00000152061,778,943,1054,1088,140,57,57,158,protein_coding,RABGAP1L
ENSG00000152076,77,97,46,134,89,27,49,88,protein_coding,CCDC74B
ENSG00000152078,819,853,549,539,866,301,287,776,protein_coding,TLCD4
ENSG00000152082,580,662,597,1194,378,164,213,441,protein_coding,MZT2B
ENSG00000152086,237,297,136,144,1,0,1,4,protein_coding,TUBA3E
ENSG00000152092,10,18,15,42,0,0,1,0,protein_coding,ASTN1
ENSG00000152093,0,0,0,0,0,0,0,0,protein_coding,CFC1B
ENSG00000152102,10204,11446,8530,10086,2432,936,969,2558,protein_coding,FAM168B
ENSG00000152104,447,496,459,528,809,269,280,684,protein_coding,PTPN14
ENSG00000152127,2900,3404,2632,3041,5224,1719,1310,3569,protein_coding,MGAT5
ENSG00000152128,24,36,19,29,102,41,55,128,protein_coding,TMEM163
ENSG00000152133,1302,1514,1516,1472,278,69,114,333,protein_coding,GPATCH11
ENSG00000152137,955,1151,549,524,506,158,226,622,protein_coding,HSPB8
ENSG00000152147,1270,1588,1948,2119,505,174,334,987,protein_coding,GEMIN6
ENSG00000152154,14,9,17,40,0,0,1,1,protein_coding,TMEM178A
ENSG00000152192,154,219,130,137,1,1,0,0,protein_coding,POU4F1
ENSG00000152193,1419,1534,1463,1601,723,227,225,669,protein_coding,OBI1
ENSG00000152207,1,0,0,0,0,0,0,2,protein_coding,CYSLTR2
ENSG00000152208,0,1,0,0,0,0,0,0,protein_coding,GRID2
ENSG00000152213,0,1,0,0,0,0,0,0,protein_coding,ARL11
ENSG00000152214,3,6,11,11,0,0,0,0,protein_coding,RIT2
ENSG00000152217,2866,3289,1435,1617,153,45,33,74,protein_coding,SETBP1
ENSG00000152219,706,798,957,1070,373,118,195,467,protein_coding,ARL14EP
ENSG00000152223,1613,1871,1536,1788,1027,382,481,1205,protein_coding,EPG5
ENSG00000152229,163,171,180,184,73,21,46,112,protein_coding,PSTPIP2
ENSG00000152234,14895,17548,17677,25079,4275,1317,1604,4172,protein_coding,ATP5F1A
ENSG00000152240,940,1198,1146,1226,334,103,130,394,protein_coding,HAUS1
ENSG00000152242,1654,1738,1588,1845,321,111,103,273,protein_coding,C18orf25
ENSG00000152253,822,996,1005,1097,273,98,139,344,protein_coding,SPC25
ENSG00000152254,0,0,0,0,0,0,1,0,protein_coding,G6PC2
ENSG00000152256,7128,7849,1885,1979,2561,959,266,629,protein_coding,PDK1
ENSG00000152266,0,0,4,0,0,0,0,0,protein_coding,PTH
ENSG00000152270,885,1022,1116,1048,239,91,84,249,protein_coding,PDE3B
ENSG00000152284,36,10,21,22,163,64,31,140,protein_coding,TCF7L1
ENSG00000152291,4755,5254,4156,5263,4782,1632,1646,4302,protein_coding,TGOLN2
ENSG00000152292,4,8,4,5,0,0,3,3,protein_coding,SH2D6
ENSG00000152315,3,3,5,19,3,3,6,3,protein_coding,KCNK13
ENSG00000152332,15410,17538,15585,17155,5966,1933,1942,5280,protein_coding,UHMK1
ENSG00000152348,328,353,392,469,356,141,111,333,protein_coding,ATG10
ENSG00000152359,1010,1172,1256,1340,468,190,216,581,protein_coding,POC5
ENSG00000152377,519,642,256,274,7288,2723,2070,6032,protein_coding,SPOCK1
ENSG00000152380,216,275,181,195,12,2,9,25,protein_coding,FAM151B
ENSG00000152382,599,692,567,636,329,116,173,417,protein_coding,TADA1
ENSG00000152402,107,119,58,57,3,0,5,11,protein_coding,GUCY1A2
ENSG00000152404,1010,1204,1402,1396,146,55,64,164,protein_coding,CWF19L2
ENSG00000152409,2227,2385,2224,2415,192,66,72,214,protein_coding,JMY
ENSG00000152413,2166,2412,2280,2261,720,232,223,614,protein_coding,HOMER1
ENSG00000152422,371,434,541,568,229,121,107,249,protein_coding,XRCC4
ENSG00000152430,5,1,0,0,0,0,0,1,protein_coding,BOLL
ENSG00000152433,262,273,227,251,63,21,16,60,protein_coding,ZNF547
ENSG00000152439,356,425,374,429,134,44,57,135,protein_coding,ZNF773
ENSG00000152443,1726,1947,1412,1636,726,279,247,642,protein_coding,ZNF776
ENSG00000152454,336,385,403,485,69,30,27,59,protein_coding,ZNF256
ENSG00000152455,739,913,829,883,226,82,108,235,protein_coding,SUV39H2
ENSG00000152457,765,1023,987,994,382,127,183,510,protein_coding,DCLRE1C
ENSG00000152463,15,14,13,11,11,4,7,11,protein_coding,OLAH
ENSG00000152464,382,513,432,492,168,69,70,262,protein_coding,RPP38
ENSG00000152465,393,490,607,714,302,89,117,313,protein_coding,NMT2
ENSG00000152467,0,0,0,0,0,0,0,0,protein_coding,ZSCAN1
ENSG00000152475,48,75,44,83,4,5,7,18,protein_coding,ZNF837
ENSG00000152484,1462,1563,1299,1449,3422,1115,724,2080,protein_coding,USP12
ENSG00000152492,2539,2775,2344,2842,1939,652,666,2012,protein_coding,CCDC50
ENSG00000152495,10,17,11,9,340,99,131,370,protein_coding,CAMK4
ENSG00000152503,2195,2797,1152,1239,415,167,133,343,protein_coding,TRIM36
ENSG00000152518,1312,1488,1207,1379,335,114,133,325,protein_coding,ZFP36L2
ENSG00000152520,1345,1495,924,1052,1348,467,419,1060,protein_coding,PAN3
ENSG00000152527,3,11,5,15,241,83,97,280,protein_coding,PLEKHH2
ENSG00000152556,3342,3872,4111,5649,1005,364,595,1535,protein_coding,PFKM
ENSG00000152558,25214,25565,16633,16094,11700,4121,2495,7590,protein_coding,TMEM123
ENSG00000152578,2,0,0,1,4,2,0,8,protein_coding,GRIA4
ENSG00000152580,0,0,0,0,77,20,53,137,protein_coding,IGSF10
ENSG00000152582,145,163,308,331,139,49,63,167,protein_coding,SPEF2
ENSG00000152583,36,38,28,30,2,0,1,1,protein_coding,SPARCL1
ENSG00000152591,0,2,0,1,0,0,0,0,protein_coding,DSPP
ENSG00000152592,1,6,1,3,0,0,0,0,protein_coding,DMP1
ENSG00000152595,13,30,0,4,0,0,0,1,protein_coding,MEPE
ENSG00000152601,5406,6434,6464,7169,5058,1549,1560,4815,protein_coding,MBNL1
ENSG00000152611,13,7,27,27,1,0,0,1,protein_coding,CAPSL
ENSG00000152620,3400,3786,2437,2634,313,93,176,535,protein_coding,NADK2
ENSG00000152642,1774,2110,2371,2460,198,57,103,309,protein_coding,GPD1L
ENSG00000152661,6,6,1,0,6719,2337,1606,4368,protein_coding,GJA1
ENSG00000152669,4,7,1,13,9,4,10,11,protein_coding,CCNO
ENSG00000152670,3,2,2,4,3,0,2,1,protein_coding,DDX4
ENSG00000152672,3,1,4,5,4,3,1,8,protein_coding,CLEC4F
ENSG00000152683,1931,2208,2096,2458,2301,698,814,2175,protein_coding,SLC30A6
ENSG00000152684,1613,1895,1524,2105,364,118,112,324,protein_coding,PELO
ENSG00000152689,2,2,8,5,33,11,15,47,protein_coding,RASGRP3
ENSG00000152700,4365,5214,4998,5285,848,293,378,1005,protein_coding,SAR1B
ENSG00000152705,7,4,10,11,8,1,4,6,protein_coding,CATSPER3
ENSG00000152749,1386,1509,1465,1605,2000,678,618,1793,protein_coding,GPR180
ENSG00000152760,0,0,0,0,0,0,0,0,protein_coding,DYNLT5
ENSG00000152763,90,96,106,124,122,49,41,121,protein_coding,DNAI4
ENSG00000152766,186,167,102,143,263,70,181,533,protein_coding,ANKRD22
ENSG00000152767,724,767,849,970,363,121,183,436,protein_coding,FARP1
ENSG00000152778,221,285,422,469,633,211,289,935,protein_coding,IFIT5
ENSG00000152779,1,0,3,0,24,10,9,23,protein_coding,SLC16A12
ENSG00000152782,829,999,1044,1159,141,35,63,167,protein_coding,PANK1
ENSG00000152784,12,9,2,6,87,25,69,214,protein_coding,PRDM8
ENSG00000152785,0,0,0,0,2,4,0,5,protein_coding,BMP3
ENSG00000152795,13480,16369,12456,13482,3007,969,957,2698,protein_coding,HNRNPDL
ENSG00000152804,1,3,0,0,29,10,26,73,protein_coding,HHEX
ENSG00000152818,5210,6016,7765,7961,568,132,156,567,protein_coding,UTRN
ENSG00000152822,18,19,8,11,9,1,3,17,protein_coding,GRM1
ENSG00000152894,1218,1366,819,861,2881,934,865,2438,protein_coding,PTPRK
ENSG00000152904,1140,1247,1375,1581,130,65,52,160,protein_coding,GGPS1
ENSG00000152910,1,3,2,4,0,0,0,0,protein_coding,CNTNAP4
ENSG00000152926,601,635,967,983,118,31,44,103,protein_coding,ZNF117
ENSG00000152932,0,4,2,3,1,0,3,9,protein_coding,RAB3C
ENSG00000152936,0,0,11,9,0,2,0,1,protein_coding,LMNTD1
ENSG00000152939,2345,2764,3354,4096,62,29,41,137,protein_coding,MARVELD2
ENSG00000152942,5046,5733,5347,5894,878,307,311,904,protein_coding,RAD17
ENSG00000152944,1348,1591,1657,1949,624,206,276,762,protein_coding,MED21
ENSG00000152952,19373,20537,396,444,10209,3062,876,2305,protein_coding,PLOD2
ENSG00000152953,2,0,0,0,200,59,121,318,protein_coding,STK32B
ENSG00000152954,0,0,0,0,0,0,0,0,protein_coding,NRSN1
ENSG00000152969,262,343,116,126,5,4,3,7,protein_coding,JAKMIP1
ENSG00000152977,0,1,0,1,3,1,3,7,protein_coding,ZIC1
ENSG00000152990,1393,1764,1259,1484,2149,636,715,2010,protein_coding,ADGRA3
ENSG00000153002,0,0,0,0,1,0,0,0,protein_coding,CPB1
ENSG00000153006,1273,1279,825,810,592,222,154,393,protein_coding,SREK1IP1
ENSG00000153012,429,481,320,360,302,86,118,295,protein_coding,LGI2
